"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2003,9/8/2003 0:00:00,16.00,0.66,1.86,0.53,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2004,7/26/2004 0:00:00,35.00,1.45,3.30,0.95,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2005,6/13/2005 0:00:00,21.00,0.87,1.43,0.41,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2006,6/19/2006 0:00:00,117.00,4.87,5.27,1.52,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2007,7/9/2007 0:00:00,45.00,1.87,3.92,1.13,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.50,"Macrocystis pyrifera","giant kelp, juvenile (<1m)",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2007,7/9/2007 0:00:00,185.00,7.70,19.30,5.57,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2012,8/30/2012 0:00:00,9.00,0.37,1.29,0.37,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.99,"Macrocystis pyrifera","giant kelp stipes > 1m",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",1997,7/7/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2003,9/8/2003 0:00:00,1.00,0.04,0.14,0.04,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2007,7/9/2007 0:00:00,2.00,0.08,0.28,0.08,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.00,"Eisenia arborea","Southern sea palm, adult",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1997,7/7/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2003,9/8/2003 0:00:00,2.00,0.08,0.19,0.05,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2012,8/30/2012 0:00:00,1.00,0.04,0.14,0.04,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2015,6/9/2015 0:00:00,1.00,0.04,0.14,0.04,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2004.50,"Eisenia arborea","Southern sea palm, juvenile",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",1997,7/7/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2003,9/8/2003 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.00,"Pterygophora californica","California sea palm, adult",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",1997,7/7/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2003,9/8/2003 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2005.50,"Pterygophora californica","California sea palm, juvenile",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",1997,7/7/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2003,9/8/2003 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.00,"Laminaria farlowii","oar weed, adult (>10cm wide)",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",1997,7/7/1997 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2003,9/8/2003 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,12,24.00
2,"SM","San Miguel Island","HR","Hare Rock",2006.50,"Laminaria farlowii","oar weed, juvenile (<10cm wide)",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,24.00
