SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,SurveyDate,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,QuadratsSampled,TotalAreaSurveyed_sqm,AlternateTaxonName,SpeciesName,Life_Stage,Sex
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,"Sargassum horneri, juvenile (<50cm and no recepticles)",2012,2012-08-28,0,0,0,0,12,24,"Sargassum horneri, juvenile",Sargassum horneri juvenile (<0.5m tall),Juvenile,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,"Sargassum horneri, juvenile (<50cm and no recepticles)",2013,2013-08-13,0,0,0,0,12,24,"Sargassum horneri, juvenile",Sargassum horneri juvenile (<0.5m tall),Juvenile,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,"Sargassum horneri, juvenile (<50cm and no recepticles)",2014,2014-07-30,0,0,0,0,12,24,"Sargassum horneri, juvenile",Sargassum horneri juvenile (<0.5m tall),Juvenile,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,"Sargassum horneri, juvenile (<50cm and no recepticles)",2015,2015-08-13,0,0,0,0,12,24,"Sargassum horneri, juvenile",Sargassum horneri juvenile (<0.5m tall),Juvenile,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,"Sargassum horneri, juvenile (<50cm and no recepticles)",2016,2016-09-29,0,0,0,0,12,24,"Sargassum horneri, juvenile",Sargassum horneri juvenile (<0.5m tall),Juvenile,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,"Sargassum horneri, juvenile (<50cm and no recepticles)",2017,2017-08-23,0,0,0,0,12,24,"Sargassum horneri, juvenile",Sargassum horneri juvenile (<0.5m tall),Juvenile,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1983,1983-08-30,9,0.22,0.61,0.09,40,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1984,1984-06-26,23,0.57,0.81,0.12,40,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1985,1985-08-05,32,0.8,0.84,0.18,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1986,1986-07-30,14,0.34,0.51,0.11,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1987,1987-08-26,15,0.37,0.45,0.1,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1988,1988-08-17,27,0.67,0.67,0.15,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1989,1989-09-12,22,0.55,0.6,0.13,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1990,1990-08-07,16,0.4,0.57,0.12,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1991,1991-08-05,12,0.3,0.49,0.11,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1992,1992-07-15,12,0.3,0.52,0.11,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1993,1993-07-28,20,0.5,0.64,0.14,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1994,1994-07-27,35,0.87,1.04,0.23,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1995,1995-07-24,23,0.57,0.84,0.18,20,40,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1996,1996-08-05,13,0.54,1.01,0.29,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1997,1997-07-07,16,0.66,1.07,0.3,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1998,1998-09-14,12,0.5,0.67,0.19,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,1999,1999-07-19,15,0.62,0.64,0.18,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2000,2000-07-17,37,1.54,2.69,0.77,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2001,2001-07-30,10,0.41,0.46,0.13,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2002,2002-07-22,2,0.08,0.19,0.05,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2003,2003-08-04,9,0.37,0.43,0.12,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2004,2004-08-23,14,0.58,0.59,0.17,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2005,2005-07-11,6,0.25,0.39,0.11,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2006,2006-08-07,19,0.79,1.03,0.29,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2007,2007-09-24,12,0.5,0.92,0.26,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2008,2008-09-29,2,0.08,0.19,0.05,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2009,2009-07-13,2,0.08,0.19,0.05,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2010,2010-08-16,7,0.29,0.49,0.14,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2011,2011-08-16,5,0.2,0.25,0.07,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2012,2012-08-28,8,0.33,0.38,0.11,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2013,2013-08-13,8,0.33,0.32,0.09,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2014,2014-07-30,9,0.37,0.64,0.18,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2015,2015-08-13,20,0.83,0.8,0.23,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2016,2016-09-29,5,0.2,0.45,0.12,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9005,Cypraea spadicea,chestnut cowrie,2017,2017-08-23,22,0.91,1.31,0.37,12,24,Cypraea spadicea,Cypraea spadicea,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1982,1982-05-04,0,0,0,0,40,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1983,1983-08-30,2,0.05,0.31,0.05,40,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1984,1984-06-26,1,0.02,0.15,0.02,40,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1985,1985-08-05,20,0.5,0.88,0.19,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1986,1986-07-30,13,0.32,0.46,0.1,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1987,1987-08-26,1,0.02,0.11,0.02,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1988,1988-08-17,0,0,0,0,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1989,1989-09-12,0,0,0,0,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1990,1990-08-07,0,0,0,0,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1991,1991-08-05,1,0.02,0.11,0.02,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1992,1992-07-15,1,0.02,0.11,0.02,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1993,1993-07-28,4,0.1,0.26,0.05,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1994,1994-07-27,1,0.02,0.11,0.02,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1995,1995-07-24,0,0,0,0,20,40,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1996,1996-08-05,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1997,1997-07-07,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1998,1998-09-14,2,0.08,0.28,0.08,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,1999,1999-07-19,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2000,2000-07-17,2,0.08,0.28,0.08,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2001,2001-07-30,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2002,2002-07-22,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2003,2003-08-04,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2004,2004-08-23,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2005,2005-07-11,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2006,2006-08-07,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2007,2007-09-24,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2008,2008-09-29,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2009,2009-07-13,1,0.04,0.14,0.04,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2010,2010-08-16,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2011,2011-08-16,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2012,2012-08-28,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2013,2013-08-13,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2014,2014-07-30,1,0.04,0.14,0.04,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2015,2015-08-13,0,0,0,0,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2016,2016-09-29,19,0.79,0.78,0.22,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,wavy turban snail,2017,2017-08-23,39,1.62,1.7,0.49,12,24,Megastraea undosa,Megastraea undosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2003,2003-08-04,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2004,2004-08-23,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2005,2005-07-11,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2006,2006-08-07,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2007,2007-09-24,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2008,2008-09-29,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2009,2009-07-13,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2010,2010-08-16,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2011,2011-08-16,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2012,2012-08-28,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2013,2013-08-13,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2014,2014-07-30,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2015,2015-08-13,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2016,2016-09-29,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9008,Lithopoma gibberosa,red turban snail,2017,2017-08-23,0,0,0,0,12,24,Lithopoma gibberosa,Lithopoma gibberosa,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2006,2006-08-07,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2007,2007-09-24,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2008,2008-09-29,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2009,2009-07-13,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2010,2010-08-16,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2011,2011-08-16,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2012,2012-08-28,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2013,2013-08-13,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2014,2014-07-30,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2015,2015-08-13,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2016,2016-09-29,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9014,Tegula regina,queen tegula,2017,2017-08-23,0,0,0,0,12,24,Tegula regina,Tegula regina,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1982,1982-05-04,105,2.62,1.76,0.27,40,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1983,1983-08-30,3,0.07,0.26,0.04,40,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1984,1984-06-26,1,0.02,0.15,0.02,40,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1985,1985-08-05,1,0.02,0.11,0.02,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1986,1986-07-30,5,0.12,0.55,0.12,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1987,1987-08-26,7,0.17,0.37,0.08,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1988,1988-08-17,8,0.2,0.29,0.06,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1989,1989-09-12,8,0.2,0.34,0.07,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1990,1990-08-07,22,0.55,0.6,0.13,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1991,1991-08-05,15,0.37,0.45,0.1,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1992,1992-07-15,11,0.27,0.44,0.09,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1993,1993-07-28,3,0.07,0.24,0.05,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1994,1994-07-27,17,0.42,0.51,0.11,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1995,1995-07-24,18,0.44,0.48,0.1,20,40,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1996,1996-08-05,12,0.5,0.63,0.18,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1997,1997-07-07,20,0.83,0.98,0.28,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1998,1998-09-14,0,0,0,0,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,1999,1999-07-19,1,0.04,0.14,0.04,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2000,2000-07-17,1,0.04,0.14,0.04,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2001,2001-07-30,2,0.08,0.19,0.05,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2002,2002-07-22,9,0.37,0.56,0.16,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2003,2003-08-04,12,0.5,0.56,0.16,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2004,2004-08-23,11,0.45,0.89,0.25,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2005,2005-07-11,9,0.37,0.22,0.06,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2006,2006-08-07,9,0.37,0.31,0.08,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2007,2007-09-24,19,0.79,0.75,0.21,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2008,2008-09-29,25,1.04,0.65,0.18,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2009,2009-07-13,41,1.7,0.89,0.25,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2010,2010-08-16,53,2.2,1.03,0.29,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2011,2011-08-16,33,1.37,0.97,0.28,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2012,2012-08-28,71,2.95,1.6,0.46,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2013,2013-08-13,47,1.95,1.43,0.41,12,24,Patiria miniata,Patiria miniata,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,bat star,2014,2014-07-30,33,1.37,1.11,0.32,12,24,Patiria miniata,Patiria miniata,NA,NA
